Energy_Consumed (kWh),Carbon_Emissions (kg CO₂),Power_Consumption (kWh),Estimated_Carbon_Footprint (kg CO₂),Low_Efficiency_Time (sec),High_Efficiency_Time (sec),Low_Efficiency_CPU_Before (%),Low_Efficiency_CPU_After (%),High_Efficiency_CPU_Before (%),High_Efficiency_CPU_After (%),Low_Efficiency_Memory_Before (%),Low_Efficiency_Memory_After (%),High_Efficiency_Memory_Before (%),High_Efficiency_Memory_After (%),Low_Efficiency_Memory_Used_Before (MB),Low_Efficiency_Memory_Used_After (MB),High_Efficiency_Memory_Used_Before (MB),High_Efficiency_Memory_Used_After (MB)
5.422917955561379e-05,1.5482633486136942e-05,0.04143354166666667,0.019680932291666668,1.5866,1.0075,65.3,99.5,99.5,62.4,13.4,13.5,13.4,13.4,1414.50390625,1434.05859375,1420.75390625,1420.75390625
