timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-13T11:37:50,codecarbon,db32422f-a015-4b62-8959-ce58f9b0d871,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.056535700015956536,5.255147283345254e-07,9.29527233564288e-06,42.5,0.0,5.899334907531738,6.57888194432922e-07,0.0,7.870351859524084e-08,7.365917130281628e-07,India,IND,national capital territory of delhi,,,Windows-10-10.0.26100-SP0,3.11.7,2.8.3,12,12th Gen Intel(R) Core(TM) i5-12450H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,77.2373,28.6542,15.731559753417969,machine,N,1.0
